"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q2","Q6_First.Click","Q6_Last.Click","Q6_Page.Submit","Q6_Click.Count","Q1_1"
"11",11,"2022-01-31 08:33:01","2022-01-31 08:46:04","0","139.184.223.198","100","782","1","2022-01-31 08:46:04","R_Pu3NaFofiDvMYsF","","","Q3XA120ISE00J3PSMFZZ","","50.8612060546875","-0.1194000244140625","email","EN","2","5.449","766.537","768.175","2","85"
"12",12,"2022-01-31 17:45:18","2022-01-31 17:49:55","0","82.7.28.121","100","277","1","2022-01-31 17:49:57","R_2D0O8GqyA7VfY03","","","GMGEK5LK1OJW0W56KKAB","","50.8612060546875","-0.1194000244140625","email","EN","1","3.718","265.644","266.776","3","80"
"13",13,"2022-01-31 00:45:54","2022-01-31 21:28:50","0","213.205.203.34","100","74575","1","2022-01-31 21:28:50","R_2COEjkCbox7XVS1","","","FHMBJXWDFDRD2KYRKBM5","","51.350006103515625","-0.3000030517578125","email","EN","1","1.844","2.201","3.243","2","53"
"14",14,"2022-02-01 03:55:09","2022-02-01 04:12:02","0","81.106.65.4","100","1012","1","2022-02-01 04:12:03","R_2uWzEm0ABMC7bbu","","","X6W5W74TCDTPBADWXPBC","","50.8612060546875","-0.1194000244140625","email","EN","1","1.255","836.199","836.936","3","95"
"15",15,"2022-02-01 10:48:43","2022-02-01 11:00:51","0","86.161.118.20","100","728","1","2022-02-01 11:00:51","R_28BUnzmOz2DV0f6","","","I6JZIEHGCF4UVSKCZRNC","","51.26080322265625","-0.5543060302734375","email","EN","2","0","0","679.471","0","90"
"16",16,"2022-02-01 10:51:34","2022-02-01 11:03:45","0","90.206.92.191","100","731","1","2022-02-01 11:03:46","R_3lKOgxztS1VxpvL","","","KD7S1J4MID41P6F68YST","","50.8428955078125","-0.1157989501953125","email","EN","1","0","0","715.631","0","75"
"17",17,"2022-02-01 21:19:13","2022-02-01 21:36:52","0","139.184.223.161","100","1059","1","2022-02-01 21:36:53","R_x3fxNrYfou1mHHX","","","G2VBHO3FIJNW8J1IN5ZV","","50.8612060546875","-0.1194000244140625","email","EN","2","0","0","1042.593","0","84"
"18",18,"2022-02-02 12:43:58","2022-02-02 12:55:55","0","37.60.109.183","100","717","1","2022-02-02 12:55:56","R_2AX4nzJyrf52FrD","","","1NEUL6JICGBZTA61WI74","","51.52130126953125","-0.2714996337890625","email","EN","1","0.535","2.209","706.713","2","85"
"19",19,"2022-02-03 23:48:36","2022-02-03 23:51:31","0","37.60.109.182","100","174","1","2022-02-03 23:51:31","R_WuLptbnTFS606sN","","","ISEB8N4KQ7WQGUUMGVI9","","51.52130126953125","-0.2714996337890625","email","EN","1","0.573","2.581","2.987","3","50"
"20",20,"2022-02-04 11:41:23","2022-02-04 11:41:37","0","95.82.114.93","100","14","1","2022-02-04 11:41:37","R_3IRXhDIcq0DMal1","","","FYRNBS4FZCIGDBVF4R5M","","42.2993927001953125","69.6060028076171875","email","EN","2","0.444","0.444","1.351","1","94"
"21",21,"2022-02-05 14:01:06","2022-02-05 14:13:40","0","92.40.197.229","100","753","1","2022-02-05 14:13:41","R_1K2s7vNOubIkUXY","","","2IKHSWYACVNDZB4WC6V3","","51.49639892578125","-0.122406005859375","email","EN","2","1.168","695.877","702.682","53","65"
"22",22,"2022-02-07 22:18:01","2022-02-07 22:18:24","0","139.184.223.145","100","22","1","2022-02-07 22:18:25","R_1P7TtX3jDTtzkiZ","","","WLJ4I0M1J0PRLZ1DQLXP","","50.8612060546875","-0.1194000244140625","email","EN","1","0.364","10.101","13.312","6","65"
"23",23,"2022-02-08 23:00:21","2022-02-08 23:12:30","0","81.97.237.118","100","729","1","2022-02-08 23:12:30","R_1mypvspQywyNFCG","","","GRNH6PBHUTDS5RTZ9WZ2","","50.8612060546875","-0.1194000244140625","email","EN","2","2.853","677.77","718.789","7","55"
"24",24,"2022-02-09 08:32:14","2022-02-09 08:43:43","0","82.132.224.144","100","689","1","2022-02-09 08:43:45","R_22wZguuvVKPbbMj","","","NJPJ4WZM8S5WTCQB5XN9","","51.3488006591796875","-0.0321044921875","email","EN","1","0.566","672.128","677.725","7","51"
"25",25,"2022-02-10 22:24:46","2022-02-10 22:36:14","0","37.60.109.183","100","687","1","2022-02-10 22:36:15","R_1LwyssYH9qrhkog","","","3NHG6ZCC4IFIPS9GPY1R","","50.8612060546875","-0.1194000244140625","email","EN","1","0","0","620.374","0","75"
"26",26,"2022-02-12 07:35:27","2022-02-12 07:51:52","0","87.80.222.23","100","985","1","2022-02-12 07:51:54","R_10SkMgUiC7wTR4R","","","SE1XT06U2VPXJ9JZGS3J","","51.5493927001953125","-0.36639404296875","email","EN","2","0.12","716.583","717.591","8","64"
"27",27,"2022-02-13 09:41:33","2022-02-13 09:43:04","0","87.80.222.23","100","90","1","2022-02-13 09:43:04","R_2YgIiwG5XyvgvA2","","","SE1XT06U2VPXJ9JZGS3J","","51.5493927001953125","-0.36639404296875","anonymous","EN","2","0.529","8.117","82.405","7","70"
"28",28,"2022-02-13 16:11:07","2022-02-13 16:21:57","0","92.40.196.7","100","650","1","2022-02-13 16:21:59","R_32KFEIECFce4LW4","","","J1ZC6MYFC6ULBVZDKY0G","","51.49639892578125","-0.122406005859375","email","EN","2","8.755","639.371","640.033","4","98"
"29",29,"2022-02-14 09:02:17","2022-02-14 09:03:28","0","81.28.193.86","100","71","1","2022-02-14 09:03:28","R_26nC2fqmAXWyeW1","","","8GHC1KMHELK1344I1ZWW","","46.3321075439453125","6.06109619140625","email","EN","1","2.187","41.279","43.831","12","77"
"30",30,"2022-02-15 09:51:08","2022-02-15 09:51:26","0","81.28.193.86","100","17","1","2022-02-15 09:51:26","R_1mlQnR9TcS47HtI","","","8GHC1KMHELK1344I1ZWW","","46.3321075439453125","6.06109619140625","email","EN","1","2.326","6.69","8.082","7","76"
"31",31,"2022-02-16 13:13:22","2022-02-16 13:30:42","0","86.9.24.170","100","1040","1","2022-02-16 13:30:43","R_1A1oWIVVx6HnlBL","","","J90X1EGRJ5I83WIJI6K4","","50.8612060546875","-0.1194000244140625","email","EN","2","0","0","1026.667","0","73"
"32",32,"2022-02-17 01:13:36","2022-02-17 01:25:53","0","139.184.223.126","100","736","1","2022-02-17 01:25:54","R_pg7qIBLVO2p5uwh","","","UHF95LLLKD2HD6J5MOCU","","50.8612060546875","-0.1194000244140625","email","EN","2","51.685","722.158","723.039","6","57"
"33",33,"2022-02-17 09:17:27","2022-02-17 09:17:38","0","37.60.109.183","100","11","1","2022-02-17 09:17:38","R_sdNmcvnFa2yfN9n","","","FFHKX0X4EMTOGQ7X7IXY","","50.8612060546875","-0.1194000244140625","email","EN","1","0.419","1.999","2.743","3","80"
"34",34,"2022-02-17 13:38:28","2022-02-17 13:50:48","0","86.20.40.31","100","739","1","2022-02-17 13:50:48","R_1o4OvyjbmZtiefE","","","ZHIR4GC73ZNJQJEM2PRN","","50.8428955078125","-0.1157989501953125","email","EN","2","689.365","723.01","725.206","2","39"
"35",35,"2022-02-18 18:39:41","2022-02-18 20:16:11","0","82.27.85.94","100","5790","1","2022-02-18 20:16:13","R_30leCcemjsfWKRn","","","UFJ7IQ624TR4009JD79B","","50.8612060546875","-0.1194000244140625","email","EN","2","0","0","425.949","0","50"
"36",36,"2022-02-20 12:37:45","2022-02-20 12:50:20","0","86.20.43.103","100","755","1","2022-02-20 12:50:22","R_3Lhj7d58vaFgG8U","","","NEV8O0IGMU52HJZ7ZJVE","","50.8428955078125","-0.1157989501953125","email","EN","1","722.62","722.62","731.163","1","90"
"37",37,"2022-02-20 21:33:53","2022-02-20 21:45:52","0","109.153.11.254","100","719","1","2022-02-20 21:45:53","R_3FJ8rSeXlIPFCYF","","","L4R4MR2B5O1824X9K0XF","","50.800994873046875","-0.4380950927734375","email","EN","2","0","0","708.776","0","51"
"38",38,"2022-02-20 23:41:17","2022-02-20 23:52:42","0","37.60.109.184","100","685","1","2022-02-20 23:52:42","R_cRTDPlbpekA2ryp","","","FY6YMSZ1WR43ZI0CZXO6","","51.2476043701171875","-0.7671966552734375","email","EN","1","665.441","665.441","671.477","1","80"
"39",39,"2022-02-21 21:39:03","2022-02-21 21:51:34","0","79.77.40.96","100","751","1","2022-02-21 21:51:35","R_3JJdxhgW2WbJBTZ","","","6Q5C8ZJWC79IE0QUBZRZ","","51.581207275390625","-0.1656951904296875","email","EN","1","97.22","97.22","718.612","1","70"
"40",40,"2022-02-21 22:00:03","2022-02-21 22:13:01","0","2.222.244.31","100","778","1","2022-02-21 22:13:03","R_3R4xtYIagKce5hi","","","JDFUUG7JOJXWFYMWQXZQ","","50.797607421875","0.3029022216796875","email","EN","2","0","0","595.512","0","90"
"41",41,"2022-02-20 16:09:35","2022-02-22 10:31:33","0","37.60.109.183","100","152518","1","2022-02-22 10:31:34","R_333XXc7OCEPX1OC","","","941J6LKPVDBYFWWH4413","","50.8612060546875","-0.1194000244140625","email","EN","1","0.732","5.956","7.626","7","81"
"42",42,"2022-02-24 09:03:27","2022-02-24 09:15:18","0","81.100.27.121","100","710","1","2022-02-24 09:15:19","R_1N9rjxKAROEHZdL","","","3054OQ06H3R8MV8Q34OP","","50.8428955078125","-0.1157989501953125","email","EN","2","1.106","655.22","656.412","11","90"
