"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q2","Q6_First.Click","Q6_Last.Click","Q6_Page.Submit","Q6_Click.Count","Q1_1"
"11",11,"2022-01-28 21:19:15","2022-01-28 21:33:34","0","151.226.171.209","100","859","1","2022-01-28 21:33:35","R_6JuYk3SeQgNPG5r","","","NFAXCYJMIJ2KJTKI3DXV","","50.7891998291015625","0.0823974609375","email","EN","2","10.361","10.361","839.476","1","59"
"12",12,"2022-01-29 10:26:16","2022-01-29 10:39:47","0","94.195.21.21","100","810","1","2022-01-29 10:39:47","R_R2ceVpzgxNnH8FH","","","JZRBMOJCC6208YO3ACY3","","50.8428955078125","-0.1157989501953125","email","EN","2","3.494","3.494","728.815","1","41"
"13",13,"2022-01-29 11:28:36","2022-01-29 11:28:55","0","81.92.203.107","100","18","1","2022-01-29 11:28:55","R_1OOBJeU3P0cc3qq","","","9E8CFKXGPFBJIEBKGUEF","","51.5016021728515625","-0.014892578125","email","EN","1","0","0","1.361","0","80"
"14",14,"2022-01-29 12:32:59","2022-01-30 10:58:27","0","31.111.63.238","100","80727","1","2022-01-30 10:58:27","R_25RfDGZwQ1N3gfL","","","YF81WHOFK1XPJQQH22RA","","51.2144012451171875","-0.7935943603515625","email","EN","1","10.8","10.8","736.112","1","61"
"15",15,"2022-01-31 11:15:09","2022-01-31 11:27:37","0","82.27.90.83","100","748","1","2022-01-31 11:27:39","R_2uwa1kkC99Kjwkg","","","3NUCMCBJ17F2JE9USHZ2","","50.8612060546875","-0.1194000244140625","email","EN","2","726.886","726.886","727.67","1","90"
"16",16,"2022-02-01 12:13:36","2022-02-01 12:25:51","0","31.220.251.24","100","734","1","2022-02-01 12:25:51","R_yOtHMXe2WrVCvHb","","","LDTEY452Y2DDXW0RHAI2","","51.54150390625","-0.0601043701171875","email","EN","2","0","0","699.134","0","20"
"17",17,"2022-02-03 16:21:19","2022-02-03 16:34:57","0","81.97.236.153","100","817","1","2022-02-03 16:34:57","R_CmofT57pCI5fdVn","","","2U69F3213VGT2LMG2NR6","","50.8612060546875","-0.1194000244140625","email","EN","1","0","0","800.017","0","81"
"18",18,"2022-02-03 18:28:23","2022-02-03 18:41:39","0","139.184.223.142","100","796","1","2022-02-03 18:41:39","R_3HSVKHDWMC8Ezqp","","","6OBGT0GFK0AH65S4J42R","","50.8612060546875","-0.1194000244140625","email","EN","2","1.181","13.84","753.114","4","90"
"19",19,"2022-02-04 18:41:58","2022-02-04 18:54:19","0","139.184.223.168","100","741","1","2022-02-04 18:54:20","R_1fjQnx6mAfqd3WC","","","0UTDLD0A4WLGFIHHV3R8","","50.8612060546875","-0.1194000244140625","email","EN","1","401.44","401.44","721.128","1","95"
"20",20,"2022-02-05 22:27:03","2022-02-05 22:41:17","0","5.64.90.128","100","853","1","2022-02-05 22:41:17","R_eF1EzSefH9KovYJ","","","3A04BC5OX62CXQ8XRYQE","","50.834503173828125","-0.186004638671875","email","EN","2","272.827","272.827","829.798","1","47"
"21",21,"2022-02-07 14:08:54","2022-02-07 14:21:45","0","81.146.52.69","100","770","1","2022-02-07 14:21:45","R_1OD2EXOJLmsNxRp","","","2W5FU749FV6WT8778NJ7","","50.9972991943359375","-0.1053009033203125","email","EN","1","0","0","723.889","0","50"
"22",22,"2022-02-09 14:46:55","2022-02-09 14:59:42","0","37.60.109.183","100","766","1","2022-02-09 14:59:42","R_55OUPVln4QSNVfj","","","Z7SLWNSPUUNQWBGSKCJ9","","50.8612060546875","-0.1194000244140625","email","EN","1","1.999","1.999","719.565","1","85"
"23",23,"2022-02-10 07:00:28","2022-02-10 07:12:47","0","31.205.9.47","100","738","1","2022-02-10 07:12:47","R_27TqIAInSh75emZ","","","Q8UXQFZAMPOCORMGOM35","","50.8007049560546875","-1.080596923828125","email","EN","1","1.201","703.511","722.692","61","78"
"24",24,"2022-02-10 08:26:49","2022-02-10 08:27:16","0","86.25.144.36","100","27","1","2022-02-10 08:27:17","R_1ItStjH6yz1u548","","","RIJBT2XA2Q2NTFUXWO0Q","","50.8428955078125","-0.1157989501953125","email","EN","1","2.574","7.56","8.595","2","69"
"25",25,"2022-02-10 10:23:12","2022-02-10 12:41:44","0","37.60.109.183","100","8311","1","2022-02-10 12:41:44","R_2aV1WeiZs983Ayz","","","L3XIMKV8H8P3J8L0IKXF","","50.8612060546875","-0.1194000244140625","email","EN","1","2.715","148.67","150.298","13","86"
"26",26,"2022-02-10 13:46:52","2022-02-10 13:59:32","0","82.11.133.252","100","760","1","2022-02-10 13:59:33","R_rlJCiWfbPhWtq93","","","6V6T11X91HKR8836IM37","","50.800994873046875","-0.4380950927734375","email","EN","2","0","0","720.444","0","87"
"27",27,"2022-02-12 09:21:05","2022-02-12 09:29:48","0","82.7.28.121","100","523","1","2022-02-12 09:29:50","R_1lfMOrbWWBTXh37","","","H0EJJ060230FGGO3IRHP","","50.8612060546875","-0.1194000244140625","email","EN","2","2.791","490.429","502.126","22","50"
"28",28,"2022-02-14 01:50:37","2022-02-14 02:01:20","0","37.60.109.183","100","642","1","2022-02-14 02:01:20","R_3qkBXCFTB185LG9","","","JO4YFOU022DUP6U5V76F","","50.8612060546875","-0.1194000244140625","anonymous","EN","1","4.778","623.754","623.806","2","15"
"29",29,"2022-02-14 07:04:42","2022-02-14 07:12:05","0","2.30.33.76","100","442","1","2022-02-14 07:12:05","R_sdqW68jEBe5fks1","","","GT686NVIEH6LL5L6LGWD","","50.834503173828125","-0.186004638671875","email","EN","2","10.478","422.388","423.047","3","65"
"30",30,"2022-02-14 10:45:21","2022-02-14 10:47:52","0","37.60.109.183","100","150","1","2022-02-14 10:47:52","R_25uNDks9weIz0Ej","","","PEDFJL9W1HH5HJ11MCVI","","50.8612060546875","-0.1194000244140625","email","EN","2","0","0","133.729","0","60"
"31",31,"2022-02-15 00:35:49","2022-02-15 00:36:09","0","37.60.109.182","100","20","1","2022-02-15 00:36:11","R_3fZ5UPDZw4UZMZK","","","2JRT3RPVGGDCNA2YC9ZX","","50.8612060546875","-0.1194000244140625","anonymous","EN","1","0","0","7.563","0","41"
"32",32,"2022-02-15 13:46:58","2022-02-15 14:01:05","0","139.184.223.127","100","847","1","2022-02-15 14:01:06","R_TbUGFJeBm21cYJH","","","HQRGY81L9RTMD9WFQUG5","","50.8612060546875","-0.1194000244140625","email","EN","1","12.441","16.281","722.818","2","82"
"33",33,"2022-02-15 15:28:22","2022-02-15 15:42:48","0","139.184.223.130","100","866","1","2022-02-15 15:42:50","R_21pr7joyEuTJ93S","","","VPP7IQ0Z6XKFXMWQUW30","","50.8612060546875","-0.1194000244140625","email","EN","2","5.1","537.564","849.678","2","40"
"34",34,"2022-02-17 12:20:53","2022-02-17 16:00:46","0","139.184.223.165","100","13193","1","2022-02-17 16:00:46","R_2pK0YjetlpGQRu3","","","7KBQIV4FWH2UR8R4JYGC","","50.8612060546875","-0.1194000244140625","email","EN","1","4.106","4.106","204.321","1","50"
"35",35,"2022-02-19 22:55:57","2022-02-19 23:08:14","0","37.60.109.182","100","736","1","2022-02-19 23:08:14","R_oYQlZ1VrkdX1CCt","","","1NGB5171T9G4CU6STJWA","","50.8612060546875","-0.1194000244140625","email","EN","2","1.631","2.239","718.843","2","62"
"36",36,"2022-02-20 11:00:55","2022-02-20 11:03:33","0","139.184.223.193","100","157","1","2022-02-20 11:03:33","R_tVrIbl8oJa0zCRr","","","YXRSVZL97GYGYHYDR7G7","","50.8612060546875","-0.1194000244140625","email","EN","2","62.161","62.161","133.744","1","30"
"37",37,"2022-02-20 21:21:23","2022-02-20 21:33:18","0","94.3.3.161","100","715","1","2022-02-20 21:33:20","R_2DXK5lGsMyPDpJR","","","AXW590FPX6A2PZAZP6CV","","50.8428955078125","-0.1157989501953125","email","EN","1","1.658","679.315","697.303","48","86"
"38",38,"2022-02-14 11:02:21","2022-02-14 11:02:33","0","37.60.109.183","75","11","0","2022-02-21 11:35:20","R_24ITybcI3GtNxAL","","","JO4YFOU022DUP6U5V76F","","","","anonymous","EN","1","0","0","1.013","0",""
"39",39,"2022-02-22 10:40:53","2022-02-22 10:45:01","0","86.4.154.199","100","248","1","2022-02-22 10:45:02","R_xFvYt5LAqz8P6yl","","","N0YWI1V445HOTDPBBP3K","","50.834503173828125","-0.186004638671875","email","EN","1","2.488","2.488","215.667","1","94"
"40",40,"2022-02-22 14:40:29","2022-02-22 14:53:14","0","37.60.109.182","100","764","1","2022-02-22 14:53:15","R_721zCi37VjsVWG5","","","ZKRM4B2EKM2LH5SIEPMX","","50.8612060546875","-0.1194000244140625","email","EN","2","8.915","8.915","738.224","1","20"
"41",41,"2022-02-22 18:53:56","2022-02-22 19:06:16","0","86.151.132.47","100","740","1","2022-02-22 19:06:18","R_WlnSigT6iqDxIBz","","","UQV46I4GDWTI5BLBORRT","","50.7666015625","0.2852020263671875","email","EN","1","15.622","15.622","723.203","1","90"
"42",42,"2022-02-23 00:26:06","2022-02-23 00:26:32","0","104.28.40.139","100","26","1","2022-02-23 00:26:32","R_3nV0k3WAn6xYnkC","","","WCDPZ65HYYSTPE7BYALW","","51.3488006591796875","-0.0321044921875","email","EN","2","0","0","1.005","0","89"
